"Dim1","Dim2","Dim3","Dim4","Dim5","Val"
"battery_4","new33","p26","2050","bin1",0.11571896301382
"battery_4","new33","p27","2050","bin1",219.496919273987
"battery_4","new33","p28","2050","bin1",344.349302643319
"battery_4","new33","p29","2050","bin1",37.9025373407617
"battery_4","new33","p30","2050","bin1",385.185768795969
"battery_4","new33","p31","2050","bin1",337.181747881921
"battery_4","new33","p33","2050","bin1",96.7305359668224
"battery_4","new33","p34","2050","bin1",18.2512
"battery_4","new33","p59","2050","bin1",248.35930933546
"battery_6","new11","p10","2028","bin1",110.636458420752
"battery_6","new13","p9","2030","bin1",784.525642797571
"battery_6","new13","p10","2030","bin1",4614.95789878168
"battery_6","new15","p7","2032","bin1",0.000441256559005926
"battery_6","new15","p9","2032","bin1",613.615132668548
"battery_6","new15","p10","2032","bin1",2424.14862427023
"battery_6","new15","p11","2032","bin1",435.782653061224
"battery_6","new15","p12","2032","bin1",10.6999307846114
"battery_6","new15","p13","2032","bin1",503.745888865433
"battery_6","new15","p21","2032","bin1",52.2950313753729
"battery_6","new15","p23","2032","bin1",1.0344868037792
"battery_6","new15","p27","2032","bin1",60.2581331026589
"battery_6","new15","p28","2032","bin1",1279.86217329389
"battery_6","new15","p29","2032","bin1",97.4918600760171
"battery_6","new15","p30","2032","bin1",425.20799034672
"battery_6","new15","p31","2032","bin1",365.44067789349
"battery_6","new15","p34","2032","bin1",247.573294928505
"battery_6","new15","p59","2032","bin1",186.881383554937
"battery_6","new17","p7","2034","bin1",90.6655088727854
"battery_6","new17","p8","2034","bin1",0.232188863633715
"battery_6","new17","p12","2034","bin1",150.599900678132
"battery_6","new17","p13","2034","bin1",113.53616228156
"battery_6","new17","p21","2034","bin1",30.7149470219113
"battery_6","new17","p31","2034","bin1",169.25825369785
"battery_6","new19","p7","2036","bin1",2.64379998892753
"battery_6","new19","p12","2036","bin1",930.640409252897
"battery_6","new19","p13","2036","bin1",130.986538610149
"battery_6","new19","p27","2036","bin1",2.1840154909822
"battery_6","new19","p30","2036","bin1",109.353367390846
"battery_6","new19","p59","2036","bin1",10.0914502370265
"battery_6","new21","p5","2038","bin1",2.19810445810238
"battery_6","new21","p9","2038","bin1",274.364481148688
"battery_6","new21","p10","2038","bin1",153.91346885131
"battery_6","new21","p12","2038","bin1",360.005140280501
"battery_6","new21","p13","2038","bin1",387.878560215142
"battery_6","new21","p21","2038","bin1",19.7125230872295
"battery_6","new21","p25","2038","bin1",490.131154107052
"battery_6","new21","p30","2038","bin1",11.3212230733294
"battery_6","new21","p33","2038","bin1",48.3188783736458
"battery_6","new21","p34","2038","bin1",5.43824141229521
"battery_6","new21","p59","2038","bin1",81.8238125707395
"battery_6","new23","p8","2040","bin1",67.0629390395694
"battery_6","new23","p9","2040","bin1",274.105708075416
"battery_6","new23","p10","2040","bin1",39.5972519245842
"battery_6","new23","p12","2040","bin1",91.7192126087251
"battery_6","new23","p13","2040","bin1",196.111555909856
"battery_6","new23","p21","2040","bin1",68.4861839355092
"battery_6","new23","p25","2040","bin1",206.913878506318
"battery_6","new23","p27","2040","bin1",22.0532940873103
"battery_6","new23","p30","2040","bin1",563.955281127584
"battery_6","new23","p33","2040","bin1",39.4866145998115
"battery_6","new23","p59","2040","bin1",25.7408041479904
"battery_6","new25","p1","2042","bin1",3.6135309037436
"battery_6","new25","p2","2042","bin1",0.473469387755102
"battery_6","new25","p5","2042","bin1",263.882705821807
"battery_6","new25","p7","2042","bin1",460.605995894061
"battery_6","new25","p8","2042","bin1",376.858380321547
"battery_6","new25","p9","2042","bin1",7.40552006464732
"battery_6","new25","p10","2042","bin1",2368.07949730687
"battery_6","new25","p11","2042","bin1",19.4996149554478
"battery_6","new25","p12","2042","bin1",298.341815783857
"battery_6","new25","p13","2042","bin1",32.5508598680686
"battery_6","new25","p21","2042","bin1",61.7035284435758
"battery_6","new25","p25","2042","bin1",6.55899598806707
"battery_6","new25","p26","2042","bin1",0.960717587539446
"battery_6","new27","p10","2044","bin1",197.863758571583
"battery_6","new29","p9","2046","bin1",141.690369002009
"battery_6","new29","p10","2046","bin1",3404.16783325592
"battery_6","new31","p8","2048","bin1",0.28326854306969
"battery_6","new31","p9","2048","bin1",311.627404588005
"battery_6","new31","p10","2048","bin1",3.63168455402104
"battery_6","new31","p11","2048","bin1",93.250201707089
"battery_6","new31","p13","2048","bin1",1.1710943953115
"battery_6","new31","p27","2048","bin1",30.9595720604876
"battery_6","new31","p28","2048","bin1",644.696018928094
"battery_6","new31","p30","2048","bin1",342.093902188895
"battery_6","new33","p8","2050","bin1",64.5865381449628
"battery_6","new33","p9","2050","bin1",272.519671202451
"battery_6","new33","p10","2050","bin1",742.191740026661
"battery_6","new33","p11","2050","bin1",50.0281846947025
"battery_6","new33","p13","2050","bin1",2.19046394403868
"battery_6","new33","p15","2050","bin1",1.86485298220348
"battery_6","new33","p27","2050","bin1",178.38434573042
"battery_6","new33","p28","2050","bin1",879.713186970032
"battery_6","new33","p30","2050","bin1",829.132208934181
"battery_6","new33","p59","2050","bin1",206.198838483842
"battery_8","new17","p7","2034","bin1",12.8101856510576
"battery_8","new17","p10","2034","bin1",17.7422787347707
"battery_8","new17","p11","2034","bin1",42.9132805266948
"battery_8","new17","p12","2034","bin1",66.1921592781684
"battery_8","new17","p13","2034","bin1",634.255979919222
"battery_8","new17","p21","2034","bin1",0.0524637382985418
"battery_8","new19","p7","2036","bin1",279.441246123436
"battery_8","new19","p10","2036","bin1",54.6270959777801
"battery_8","new19","p11","2036","bin1",2.56675056222109
"battery_8","new19","p13","2036","bin1",79.7446406953078
"battery_8","new19","p20","2036","bin1",55.5570414566403
"battery_8","new19","p21","2036","bin1",53.9894066704264
"battery_8","new19","p30","2036","bin1",2.94907473062631
"battery_8","new21","p5","2038","bin1",0.415913947081911
"battery_8","new21","p7","2038","bin1",353.156188697003
"battery_8","new21","p9","2038","bin1",68.3571649007304
"battery_8","new21","p10","2038","bin1",19.7953550557436
"battery_8","new21","p12","2038","bin1",50.4327940233323
"battery_8","new21","p13","2038","bin1",272.266466519455
"battery_8","new21","p21","2038","bin1",56.906138076043
"battery_8","new21","p28","2038","bin1",19.4065705041097
"battery_8","new21","p30","2038","bin1",3.3633832413343
"battery_8","new21","p33","2038","bin1",5.40072820424258
"battery_8","new21","p34","2038","bin1",31.6180952520619
"battery_8","new21","p59","2038","bin1",3.02043353921579
"battery_8","new23","p5","2040","bin1",149.120804996148
"battery_8","new23","p7","2040","bin1",211.076703572255
"battery_8","new23","p8","2040","bin1",0.307474058035537
"battery_8","new23","p9","2040","bin1",54.1495117923162
"battery_8","new23","p12","2040","bin1",479.432920633147
"battery_8","new23","p13","2040","bin1",560.068310880954
"battery_8","new23","p21","2040","bin1",40.9252532530953
"battery_8","new23","p25","2040","bin1",887.999665365588
"battery_8","new23","p27","2040","bin1",42.8220980933437
"battery_8","new23","p28","2040","bin1",17.9527953090315
"battery_8","new23","p30","2040","bin1",14.8767364179013
"battery_8","new23","p33","2040","bin1",9.30924244711362
"battery_8","new23","p59","2040","bin1",229.17738668386
"battery_8","new25","p9","2042","bin1",135.258030880979
"battery_8","new25","p11","2042","bin1",1.84110365945701
"battery_8","new27","p9","2044","bin1",178.978500154305
"battery_8","new27","p11","2044","bin1",0.220609277008396
"battery_8","new31","p29","2048","bin1",0.141960703631314
"battery_8","new31","p30","2048","bin1",31.6655260419373
"battery_8","new33","p30","2050","bin1",4.03867914823578
"biopower","new1","p5","2012","bin1",6.4
"biopower","new1","p5","2014","bin1",1
"biopower","new1","p9","2012","bin1",23.3
"biopower","new1","p9","2014","bin1",2.6
"biopower","new1","p9","2016","bin1",3.8
"biopower","new1","p10","2012","bin1",3.3
"biopower","new1","p10","2014","bin1",2.8
"biopower","new1","p10","2018","bin1",25
"biopower","new1","p15","2012","bin1",13
"biopower","new1","p15","2014","bin1",3.3
"biopower","new1","p16","2012","bin1",5
"biopower","new1","p25","2012","bin1",3
"biopower","new1","p33","2014","bin1",12.6
"biopower","new2","p9","2020","bin1",3
"biopower","new2","p9","2022","bin1",6.2
"biopower","new2","p10","2022","bin1",2.6
"coal-new","new1","p23","2010","bin1",100
"coal-new","new1","p23","2012","bin1",390
"coal-new","new1","p34","2010","bin1",750
"csp-ns","new1","s33","2014","bin1",917.8
"csp-ns","new1","s38","2016","bin1",110
"csp-ns","new1","s57","2014","bin1",295.6
"Gas-CC","new1","p5","2016","bin1",416.3
"Gas-CC","new1","p9","2010","bin1",640
"Gas-CC","new1","p9","2012","bin1",466.7
"Gas-CC","new1","p9","2014","bin1",741.1
"Gas-CC","new1","p10","2010","bin1",345
"Gas-CC","new1","p10","2012","bin1",120
"Gas-CC","new1","p10","2014","bin1",510
"Gas-CC","new1","p10","2016","bin1",395
"Gas-CC","new1","p13","2010","bin1",6.5
"Gas-CC","new1","p13","2012","bin1",510
"Gas-CC","new1","p15","2012","bin1",299.7
"Gas-CC","new1","p24","2014","bin1",94
"Gas-CC","new1","p25","2014","bin1",629
"Gas-CC","new1","p25","2016","bin1",8.39999999999998
"Gas-CC","new1","p33","2016","bin1",576
"Gas-CC","new1","p34","2012","bin1",188
"Gas-CC","new1","p59","2012","bin1",128
"Gas-CC","new2","p10","2020","bin1",1206
"Gas-CC","new2","p30","2022","bin1",866.750207950116
"Gas-CC","new3","p13","2026","bin1",182.286024047906
"Gas-CC","new3","p30","2026","bin1",52.7325782248226
"Gas-CC","new11","p30","2034","bin1",92.7100497922864
"Gas-CC","new19","p27","2042","bin1",19.5234287554979
"Gas-CC","new21","p27","2044","bin1",241.197039377854
"Gas-CC","new23","p27","2046","bin1",48.4979347379641
"Gas-CC","new25","p27","2048","bin1",28.2970905280737
"Gas-CT","new1","p8","2010","bin1",5
"Gas-CT","new1","p9","2010","bin1",147.1
"Gas-CT","new1","p9","2012","bin1",415.1
"Gas-CT","new1","p10","2012","bin1",350.9
"Gas-CT","new1","p11","2010","bin1",158.7
"Gas-CT","new1","p17","2012","bin1",132.3
"Gas-CT","new1","p18","2012","bin1",40.5
"Gas-CT","new1","p25","2010","bin1",36.8
"Gas-CT","new1","p25","2012","bin1",23
"Gas-CT","new1","p28","2012","bin1",520.8
